Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Regional,Alberta,South Zone,Hip Replacement,90th Percentile,2020,Days,485.0
Regional,Alberta,South Zone,Hip Replacement,Volume,2020,Number of cases,122.0
Regional,Alberta,Calgary Zone,Hip Replacement,% Meeting Benchmark,2020,Proportion,50.0
Regional,Alberta,Calgary Zone,Hip Replacement,50th Percentile,2020,Days,183.0
Regional,Alberta,Calgary Zone,Hip Replacement,90th Percentile,2020,Days,400.0
Regional,Alberta,Calgary Zone,Hip Replacement,Volume,2020,Number of cases,633.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,% Meeting Benchmark,2020,Proportion,70.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,50th Percentile,2020,Days,119.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,90th Percentile,2020,Days,349.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,Volume,2020,Number of cases,170.0
Regional,Alberta,Edmonton Zone,Hip Replacement,% Meeting Benchmark,2020,Proportion,44.0
Regional,Alberta,Edmonton Zone,Hip Replacement,50th Percentile,2020,Days,194.0
Regional,Alberta,Edmonton Zone,Hip Replacement,90th Percentile,2020,Days,330.0
Regional,Alberta,Edmonton Zone,Hip Replacement,Volume,2020,Number of cases,524.0
Regional,Alberta,North Zone,Hip Replacement,% Meeting Benchmark,2020,Proportion,47.0
Regional,Alberta,North Zone,Hip Replacement,50th Percentile,2020,Days,204.0
Regional,Alberta,North Zone,Hip Replacement,90th Percentile,2020,Days,477.0
Regional,Alberta,North Zone,Hip Replacement,Volume,2020,Number of cases,129.0
Provincial,Alberta,Calgary Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,39.0
Provincial,Alberta,Calgary Zone,Knee Replacement,50th Percentile,2020,Days,217.0
Provincial,Alberta,Calgary Zone,Knee Replacement,90th Percentile,2020,Days,423.0
Provincial,Alberta,Calgary Zone,Knee Replacement,Volume,2020,Number of cases,294.0
Regional,Alberta,South Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,28.0
Regional,Alberta,South Zone,Knee Replacement,50th Percentile,2020,Days,265.0
Regional,Alberta,South Zone,Knee Replacement,90th Percentile,2020,Days,492.0
Regional,Alberta,South Zone,Knee Replacement,Volume,2020,Number of cases,283.0
Regional,Alberta,Calgary Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,48.0
Regional,Alberta,Calgary Zone,Knee Replacement,50th Percentile,2020,Days,188.0
Regional,Alberta,Calgary Zone,Knee Replacement,90th Percentile,2020,Days,449.0
Regional,Alberta,Calgary Zone,Knee Replacement,Volume,2020,Number of cases,852.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,% Meeting Benchmark,2020,Proportion,50.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,50th Percentile,2020,Days,183.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,90th Percentile,2020,Days,382.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,Volume,2020,Number of cases,227.0
Regional,Alberta,Edmonton Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,25.0
Regional,Alberta,Edmonton Zone,Knee Replacement,50th Percentile,2020,Days,250.0
Regional,Alberta,Edmonton Zone,Knee Replacement,90th Percentile,2020,Days,350.0
Regional,Alberta,Edmonton Zone,Knee Replacement,Volume,2020,Number of cases,568.0
Regional,Alberta,North Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,40.0
Regional,Alberta,North Zone,Knee Replacement,50th Percentile,2020,Days,286.0
Regional,Alberta,North Zone,Knee Replacement,90th Percentile,2020,Days,719.0
Regional,Alberta,North Zone,Knee Replacement,Volume,2020,Number of cases,143.0
Provincial,Alberta,Calgary Zone,Lung Cancer Surgery,50th Percentile,2020,Days,22.0
Provincial,Alberta,Calgary Zone,Lung Cancer Surgery,90th Percentile,2020,Days,49.0
Provincial,Alberta,Calgary Zone,Lung Cancer Surgery,Volume,2020,Number of cases,342.0
Provincial,Alberta,Calgary Zone,MRI Scan,50th Percentile,2020,Days,85.0
Provincial,Alberta,Calgary Zone,MRI Scan,90th Percentile,2020,Days,343.0
Provincial,Alberta,Calgary Zone,Prostate Cancer Surgery,50th Percentile,2020,Days,49.0
Provincial,Alberta,Calgary Zone,Prostate Cancer Surgery,90th Percentile,2020,Days,162.0
Provincial,Alberta,Calgary Zone,Prostate Cancer Surgery,Volume,2020,Number of cases,499.0
Provincial,Alberta,Calgary Zone,Radiation Therapy,% Meeting Benchmark,2020,Proportion,99.0
Provincial,Alberta,Calgary Zone,Radiation Therapy,50th Percentile,2020,Days,9.0
Provincial,Alberta,Calgary Zone,Radiation Therapy,90th Percentile,2020,Days,20.0
Provincial,Alberta,Calgary Zone,Radiation Therapy,Volume,2020,Number of cases,393.0
Provincial,British Columbia,Fraser Health,Bladder Cancer Surgery,50th Percentile,2020,Days,21.0
Provincial,British Columbia,Fraser Health,Bladder Cancer Surgery,90th Percentile,2020,Days,59.0
Provincial,British Columbia,Fraser Health,Bladder Cancer Surgery,Volume,2020,Number of cases,254.0
Provincial,British Columbia,Fraser Health,Breast Cancer Surgery,50th Percentile,2020,Days,15.0
Provincial,British Columbia,Fraser Health,Breast Cancer Surgery,90th Percentile,2020,Days,41.0
Provincial,British Columbia,Fraser Health,Breast Cancer Surgery,Volume,2020,Number of cases,333.0
Provincial,British Columbia,Fraser Health,CABG,50th Percentile,2020,Days,4.0
Provincial,British Columbia,Fraser Health,CABG,90th Percentile,2020,Days,56.0
Provincial,British Columbia,Fraser Health,CABG,Volume,2020,Number of cases,907.0
Provincial,British Columbia,Fraser Health,Cataract surgery,% Meeting Benchmark,2020,Proportion,52.0
Provincial,British Columbia,Fraser Health,Cataract surgery,50th Percentile,2020,Days,105.0
Provincial,British Columbia,Fraser Health,Cataract surgery,90th Percentile,2020,Days,306.0
Provincial,British Columbia,Fraser Health,Cataract surgery,Volume,2020,Number of cases,548.0
Provincial,British Columbia,Fraser Health,Colorectal Cancer Surgery,50th Percentile,2020,Days,16.0
Provincial,British Columbia,Fraser Health,Colorectal Cancer Surgery,90th Percentile,2020,Days,46.0
Provincial,British Columbia,Fraser Health,Colorectal Cancer Surgery,Volume,2020,Number of cases,788.0
Provincial,British Columbia,Fraser Health,CT Scan,50th Percentile,2020,Days,21.0
Provincial,British Columbia,Fraser Health,CT Scan,90th Percentile,2020,Days,148.0
Provincial,British Columbia,Fraser Health,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,81.0
Provincial,British Columbia,Fraser Health,Hip Fracture Repair,50th Percentile,2020,Days,1.17
Provincial,British Columbia,Fraser Health,Hip Fracture Repair,90th Percentile,2020,Days,2.71
Provincial,British Columbia,Fraser Health,Hip Fracture Repair,Volume,2020,Number of cases,390.0
Provincial,British Columbia,Fraser Health,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,80.0
Provincial,British Columbia,Fraser Health,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Days,1.12
Provincial,British Columbia,Fraser Health,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Days,2.17
Provincial,British Columbia,Fraser Health,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,177.0
Provincial,British Columbia,Fraser Health,Hip Replacement,% Meeting Benchmark,2020,Proportion,58.0
Provincial,British Columbia,Fraser Health,Hip Replacement,50th Percentile,2020,Days,158.0
Provincial,British Columbia,Fraser Health,Hip Replacement,90th Percentile,2020,Days,329.0
Provincial,British Columbia,Fraser Health,Hip Replacement,Volume,2020,Number of cases,239.0
Regional,British Columbia,Interior Health,Hip Replacement,% Meeting Benchmark,2020,Proportion,59.0
Regional,British Columbia,Interior Health,Hip Replacement,50th Percentile,2020,Days,156.0
Regional,British Columbia,Interior Health,Hip Replacement,90th Percentile,2020,Days,387.0
Regional,British Columbia,Interior Health,Hip Replacement,Volume,2020,Number of cases,670.0
Regional,British Columbia,Fraser Health,Hip Replacement,% Meeting Benchmark,2020,Proportion,54.0
Regional,British Columbia,Fraser Health,Hip Replacement,50th Percentile,2020,Days,170.0
Regional,British Columbia,Fraser Health,Hip Replacement,90th Percentile,2020,Days,343.0
Regional,British Columbia,Fraser Health,Hip Replacement,Volume,2020,Number of cases,507.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,% Meeting Benchmark,2020,Proportion,48.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,50th Percentile,2020,Days,192.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,90th Percentile,2020,Days,319.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,Volume,2020,Number of cases,540.0
Regional,British Columbia,Island Health,Hip Replacement,% Meeting Benchmark,2020,Proportion,67.0
Regional,British Columbia,Island Health,Hip Replacement,50th Percentile,2020,Days,147.0
Regional,British Columbia,Island Health,Hip Replacement,90th Percentile,2020,Days,239.0
Regional,British Columbia,Island Health,Hip Replacement,Volume,2020,Number of cases,637.0
Regional,British Columbia,Northern Health,Hip Replacement,% Meeting Benchmark,2020,Proportion,65.0
Regional,British Columbia,Northern Health,Hip Replacement,50th Percentile,2020,Days,114.0
Regional,British Columbia,Northern Health,Hip Replacement,90th Percentile,2020,Days,275.0
Regional,British Columbia,Northern Health,Hip Replacement,Volume,2020,Number of cases,112.0
Provincial,British Columbia,Fraser Health,Knee Replacement,% Meeting Benchmark,2020,Proportion,50.0
Provincial,British Columbia,Fraser Health,Knee Replacement,50th Percentile,2020,Days,183.0
Provincial,British Columbia,Fraser Health,Knee Replacement,90th Percentile,2020,Days,384.0
Provincial,British Columbia,Fraser Health,Knee Replacement,Volume,2020,Number of cases,294.0
Regional,British Columbia,Interior Health,Knee Replacement,% Meeting Benchmark,2020,Proportion,49.0
Regional,British Columbia,Interior Health,Knee Replacement,50th Percentile,2020,Days,187.0
Regional,British Columbia,Interior Health,Knee Replacement,90th Percentile,2020,Days,402.0
Regional,British Columbia,Interior Health,Knee Replacement,Volume,2020,Number of cases,848.0
Regional,British Columbia,Fraser Health,Knee Replacement,% Meeting Benchmark,2020,Proportion,40.0
Regional,British Columbia,Fraser Health,Knee Replacement,50th Percentile,2020,Days,219.0
Regional,British Columbia,Fraser Health,Knee Replacement,90th Percentile,2020,Days,505.0
Regional,British Columbia,Fraser Health,Knee Replacement,Volume,2020,Number of cases,294.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,% Meeting Benchmark,2020,Proportion,48.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,50th Percentile,2020,Days,188.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,90th Percentile,2020,Days,337.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,Volume,2020,Number of cases,657.0
Regional,British Columbia,Island Health,Knee Replacement,% Meeting Benchmark,2020,Proportion,59.0
Regional,British Columbia,Island Health,Knee Replacement,50th Percentile,2020,Days,167.0
Regional,British Columbia,Island Health,Knee Replacement,90th Percentile,2020,Days,269.0
Regional,British Columbia,Island Health,Knee Replacement,Volume,2020,Number of cases,872.0
Regional,British Columbia,Northern Health,Knee Replacement,% Meeting Benchmark,2020,Proportion,75.0
Regional,British Columbia,Northern Health,Knee Replacement,50th Percentile,2020,Days,99.0
Regional,British Columbia,Northern Health,Knee Replacement,90th Percentile,2020,Days,249.0
Regional,British Columbia,Northern Health,Knee Replacement,Volume,2020,Number of cases,187.0
Provincial,British Columbia,Fraser Health,Lung Cancer Surgery,50th Percentile,2020,Days,15.0
Provincial,British Columbia,Fraser Health,Lung Cancer Surgery,90th Percentile,2020,Days,42.0
Provincial,British Columbia,Fraser Health,Lung Cancer Surgery,Volume,2020,Number of cases,496.0
Provincial,British Columbia,Fraser Health,MRI Scan,50th Percentile,2020,Days,70.0
Provincial,British Columbia,Fraser Health,MRI Scan,90th Percentile,2020,Days,208.0
Provincial,British Columbia,Fraser Health,Prostate Cancer Surgery,50th Percentile,2020,Days,30.0
Provincial,British Columbia,Fraser Health,Prostate Cancer Surgery,90th Percentile,2020,Days,93.0
Provincial,British Columbia,Fraser Health,Prostate Cancer Surgery,Volume,2020,Number of cases,505.0
Provincial,British Columbia,Fraser Health,Radiation Therapy,% Meeting Benchmark,2020,Proportion,90.0
Provincial,British Columbia,Fraser Health,Radiation Therapy,50th Percentile,2020,Days,12.0
Provincial,British Columbia,Fraser Health,Radiation Therapy,90th Percentile,2020,Days,28.0
Provincial,British Columbia,Fraser Health,Radiation Therapy,Volume,2020,Number of cases,393.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Bladder Cancer Surgery,50th Percentile,2020,Days,25.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Bladder Cancer Surgery,90th Percentile,2020,Days,60.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Bladder Cancer Surgery,Volume,2020,Number of cases,254.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Breast Cancer Surgery,50th Percentile,2020,Days,22.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Breast Cancer Surgery,90th Percentile,2020,Days,67.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Breast Cancer Surgery,Volume,2020,Number of cases,199.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CABG,50th Percentile,2020,Days,7.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CABG,90th Percentile,2020,Days,41.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CABG,Volume,2020,Number of cases,165.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Cataract surgery,% Meeting Benchmark,2020,Proportion,21.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Cataract surgery,50th Percentile,2020,Days,214.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Cataract surgery,90th Percentile,2020,Days,448.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Cataract surgery,Volume,2020,Number of cases,548.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Colorectal Cancer Surgery,50th Percentile,2020,Days,20.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Colorectal Cancer Surgery,90th Percentile,2020,Days,45.5
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Colorectal Cancer Surgery,Volume,2020,Number of cases,237.5
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CT Scan,50th Percentile,2020,Days,21.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CT Scan,90th Percentile,2020,Days,114.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,91.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair,50th Percentile,2020,Days,0.75
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair,90th Percentile,2020,Days,1.88
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair,Volume,2020,Number of cases,610.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,80.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Days,1.12
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Days,2.17
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,177.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,% Meeting Benchmark,2020,Proportion,47.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,50th Percentile,2020,Days,196.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,90th Percentile,2020,Days,389.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,Volume,2020,Number of cases,719.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,% Meeting Benchmark,2020,Proportion,71.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,50th Percentile,2020,Days,117.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,90th Percentile,2020,Days,280.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,Volume,2020,Number of cases,239.0
Regional,Manitoba,Southern Health — Santé Sud,Hip Replacement,% Meeting Benchmark,2020,Proportion,36.0
Regional,Manitoba,Southern Health — Santé Sud,Hip Replacement,50th Percentile,2020,Days,227.0
Regional,Manitoba,Southern Health — Santé Sud,Hip Replacement,90th Percentile,2020,Days,361.0
Regional,Manitoba,Southern Health — Santé Sud,Hip Replacement,Volume,2020,Number of cases,66.0
Regional,Manitoba,Prairie Mountain Health,Hip Replacement,% Meeting Benchmark,2020,Proportion,13.0
Regional,Manitoba,Prairie Mountain Health,Hip Replacement,50th Percentile,2020,Days,353.0
Regional,Manitoba,Prairie Mountain Health,Hip Replacement,90th Percentile,2020,Days,456.0
Regional,Manitoba,Prairie Mountain Health,Hip Replacement,Volume,2020,Number of cases,87.0
Regional,Manitoba,Northern Health Region,Hip Replacement,% Meeting Benchmark,2020,Proportion,71.0
Regional,Manitoba,Northern Health Region,Hip Replacement,50th Percentile,2020,Days,117.0
Regional,Manitoba,Northern Health Region,Hip Replacement,90th Percentile,2020,Days,280.0
Regional,Manitoba,Northern Health Region,Hip Replacement,Volume,2020,Number of cases,239.0
Regional,Manitoba,Winnipeg Regional Health Authority,Hip Replacement,% Meeting Benchmark,2020,Proportion,53.0
Regional,Manitoba,Winnipeg Regional Health Authority,Hip Replacement,50th Percentile,2020,Days,169.0
Regional,Manitoba,Winnipeg Regional Health Authority,Hip Replacement,90th Percentile,2020,Days,344.0
Regional,Manitoba,Winnipeg Regional Health Authority,Hip Replacement,Volume,2020,Number of cases,566.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,% Meeting Benchmark,2020,Proportion,37.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,50th Percentile,2020,Days,238.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,90th Percentile,2020,Days,463.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,Volume,2020,Number of cases,294.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,% Meeting Benchmark,2020,Proportion,63.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,50th Percentile,2020,Days,143.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,90th Percentile,2020,Days,325.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,Volume,2020,Number of cases,294.0
Regional,Manitoba,Southern Health — Santé Sud,Knee Replacement,% Meeting Benchmark,2020,Proportion,14.0
Regional,Manitoba,Southern Health — Santé Sud,Knee Replacement,50th Percentile,2020,Days,261.0
Regional,Manitoba,Southern Health — Santé Sud,Knee Replacement,90th Percentile,2020,Days,504.0
Regional,Manitoba,Southern Health — Santé Sud,Knee Replacement,Volume,2020,Number of cases,81.0
Regional,Manitoba,Prairie Mountain Health,Knee Replacement,% Meeting Benchmark,2020,Proportion,9.0
Regional,Manitoba,Prairie Mountain Health,Knee Replacement,50th Percentile,2020,Days,412.0
Regional,Manitoba,Prairie Mountain Health,Knee Replacement,90th Percentile,2020,Days,551.0
Regional,Manitoba,Prairie Mountain Health,Knee Replacement,Volume,2020,Number of cases,168.0
Regional,Manitoba,Northern Health Region,Knee Replacement,% Meeting Benchmark,2020,Proportion,63.0
Regional,Manitoba,Northern Health Region,Knee Replacement,50th Percentile,2020,Days,143.0
Regional,Manitoba,Northern Health Region,Knee Replacement,90th Percentile,2020,Days,325.0
Regional,Manitoba,Northern Health Region,Knee Replacement,Volume,2020,Number of cases,294.0
Regional,Manitoba,Winnipeg Regional Health Authority,Knee Replacement,% Meeting Benchmark,2020,Proportion,44.0
Regional,Manitoba,Winnipeg Regional Health Authority,Knee Replacement,50th Percentile,2020,Days,205.0
Regional,Manitoba,Winnipeg Regional Health Authority,Knee Replacement,90th Percentile,2020,Days,393.0
Regional,Manitoba,Winnipeg Regional Health Authority,Knee Replacement,Volume,2020,Number of cases,901.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Lung Cancer Surgery,50th Percentile,2020,Days,25.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Lung Cancer Surgery,90th Percentile,2020,Days,75.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Lung Cancer Surgery,Volume,2020,Number of cases,127.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,MRI Scan,50th Percentile,2020,Days,83.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,MRI Scan,90th Percentile,2020,Days,204.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Prostate Cancer Surgery,50th Percentile,2020,Days,41.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Prostate Cancer Surgery,90th Percentile,2020,Days,94.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Prostate Cancer Surgery,Volume,2020,Number of cases,101.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Radiation Therapy,% Meeting Benchmark,2020,Proportion,100.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Radiation Therapy,50th Percentile,2020,Days,9.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Radiation Therapy,90th Percentile,2020,Days,24.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Radiation Therapy,Volume,2020,Number of cases,393.0
Provincial,New Brunswick,Horizon Health Network,Bladder Cancer Surgery,50th Percentile,2020,Days,25.0
Provincial,New Brunswick,Horizon Health Network,Bladder Cancer Surgery,90th Percentile,2020,Days,92.0
Provincial,New Brunswick,Horizon Health Network,Bladder Cancer Surgery,Volume,2020,Number of cases,249.0
Provincial,New Brunswick,Horizon Health Network,Breast Cancer Surgery,50th Percentile,2020,Days,20.0
Provincial,New Brunswick,Horizon Health Network,Breast Cancer Surgery,90th Percentile,2020,Days,43.0
Provincial,New Brunswick,Horizon Health Network,Breast Cancer Surgery,Volume,2020,Number of cases,287.0
Provincial,New Brunswick,Horizon Health Network,CABG,50th Percentile,2020,Days,8.0
Provincial,New Brunswick,Horizon Health Network,CABG,90th Percentile,2020,Days,183.0
Provincial,New Brunswick,Horizon Health Network,CABG,Volume,2020,Number of cases,216.0
Provincial,New Brunswick,Horizon Health Network,Cataract surgery,% Meeting Benchmark,2020,Proportion,53.0
Provincial,New Brunswick,Horizon Health Network,Cataract surgery,50th Percentile,2020,Days,98.0
Provincial,New Brunswick,Horizon Health Network,Cataract surgery,90th Percentile,2020,Days,292.0
Provincial,New Brunswick,Horizon Health Network,Cataract surgery,Volume,2020,Number of cases,548.0
Provincial,New Brunswick,Horizon Health Network,Colorectal Cancer Surgery,50th Percentile,2020,Days,17.0
Provincial,New Brunswick,Horizon Health Network,Colorectal Cancer Surgery,90th Percentile,2020,Days,46.0
Provincial,New Brunswick,Horizon Health Network,Colorectal Cancer Surgery,Volume,2020,Number of cases,173.0
Provincial,New Brunswick,Horizon Health Network,CT Scan,50th Percentile,2020,Days,19.5
Provincial,New Brunswick,Horizon Health Network,CT Scan,90th Percentile,2020,Days,71.0
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,91.0
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair,50th Percentile,2020,Days,0.75
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair,90th Percentile,2020,Days,1.96
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair,Volume,2020,Number of cases,371.0
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,80.0
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Days,1.12
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Days,2.17
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,177.0
Provincial,New Brunswick,Horizon Health Network,Hip Replacement,% Meeting Benchmark,2020,Proportion,29.0
Provincial,New Brunswick,Horizon Health Network,Hip Replacement,50th Percentile,2020,Days,268.0
Provincial,New Brunswick,Horizon Health Network,Hip Replacement,90th Percentile,2020,Days,547.0
Provincial,New Brunswick,Horizon Health Network,Hip Replacement,Volume,2020,Number of cases,446.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,% Meeting Benchmark,2020,Proportion,23.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,50th Percentile,2020,Days,287.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,90th Percentile,2020,Days,574.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,Volume,2020,Number of cases,313.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,% Meeting Benchmark,2020,Proportion,44.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,50th Percentile,2020,Days,206.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,90th Percentile,2020,Days,380.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,Volume,2020,Number of cases,133.0
Provincial,New Brunswick,Horizon Health Network,Knee Replacement,% Meeting Benchmark,2020,Proportion,25.0
Provincial,New Brunswick,Horizon Health Network,Knee Replacement,50th Percentile,2020,Days,296.0
Provincial,New Brunswick,Horizon Health Network,Knee Replacement,90th Percentile,2020,Days,568.0
Provincial,New Brunswick,Horizon Health Network,Knee Replacement,Volume,2020,Number of cases,650.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,% Meeting Benchmark,2020,Proportion,18.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,50th Percentile,2020,Days,345.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,90th Percentile,2020,Days,596.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,Volume,2020,Number of cases,461.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,% Meeting Benchmark,2020,Proportion,41.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,50th Percentile,2020,Days,213.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,90th Percentile,2020,Days,351.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,Volume,2020,Number of cases,189.0
Provincial,New Brunswick,Horizon Health Network,Lung Cancer Surgery,50th Percentile,2020,Days,32.0
Provincial,New Brunswick,Horizon Health Network,Lung Cancer Surgery,90th Percentile,2020,Days,68.0
Provincial,New Brunswick,Horizon Health Network,Lung Cancer Surgery,Volume,2020,Number of cases,76.0
Provincial,New Brunswick,Horizon Health Network,MRI Scan,50th Percentile,2020,Days,48.0
Provincial,New Brunswick,Horizon Health Network,MRI Scan,90th Percentile,2020,Days,177.5
Provincial,New Brunswick,Horizon Health Network,Prostate Cancer Surgery,50th Percentile,2020,Days,43.0
Provincial,New Brunswick,Horizon Health Network,Prostate Cancer Surgery,90th Percentile,2020,Days,99.0
Provincial,New Brunswick,Horizon Health Network,Prostate Cancer Surgery,Volume,2020,Number of cases,65.0
Provincial,New Brunswick,Horizon Health Network,Radiation Therapy,% Meeting Benchmark,2020,Proportion,95.0
Provincial,New Brunswick,Horizon Health Network,Radiation Therapy,50th Percentile,2020,Days,10.0
Provincial,New Brunswick,Horizon Health Network,Radiation Therapy,90th Percentile,2020,Days,23.0
Provincial,New Brunswick,Horizon Health Network,Radiation Therapy,Volume,2020,Number of cases,393.0
